Id,Type,Name,Description,Priority,Status,Date,Deadline
1.168.231.234.235,Task,"https://www.instagram.com/reel/DL23yFpprdL/?igsh=MXVsdGVhazhrb2R0NA==","",2,,,
1.168.231.234.236,Task,"https://www.instagram.com/reel/DLkVh31Imby/?igsh=N2gyMTBoOXhyMXhw","",2,,,
1.168.231.234.237,Task,"https://www.instagram.com/reel/DIMuKD6T5yH/?igsh=MW1yMDlmaTIzYjJqZg==","",2,,,
1.168.231.234.238,Task,"https://www.instagram.com/reel/DE5gEQKogKa/?igsh=MTlxZ3V0cHB6cjMwMw==","",2,,,
1.168.231.234.239,Task,"https://www.instagram.com/reel/DH5WM2PTmqA/?igsh=cGEyeW9zeXdnOGV4","",2,,,
1.168.231.234.240,Task,"https://www.instagram.com/reel/DMaMYEJP07S/?igsh=MWN5bnYya3FsbDU2eA==","",2,,,
1.168.231.234.241,Task,"https://www.instagram.com/reel/DLUrIuBpDcc/?igsh=MWRibHVwOHc0d3Z0OQ==","",2,,,
1.168.231.234.242,Task,"https://www.instagram.com/reel/DIZSBBAI--C/?igsh=MXE1eGFzMmJnMnc1eA==","",2,,,
1.168.231.234.243,Task,"https://www.instagram.com/reel/DMIYQrGIS7A/?igsh=MTJ6ajA1Y201MzZhZg==","",2,,,
1.168.231.234.244,Task,"https://www.instagram.com/reel/DM2XWPSItdm/?igsh=MTJrOHl0dGtvbmp0YQ==","",2,,,
1.168.231.234.245,Task,"https://www.instagram.com/reel/DKKxn2nBHon/?igsh=MW1za2x5emswZm8zZA==","",2,,,
1.168.231.234.246,Task,"https://www.instagram.com/reel/DMp6L8FCZV3/?igsh=eHFjdjdsZGN3YTNw","",2,,,
1.168.231.234.247,Task,"https://www.instagram.com/reel/DMOLSNcsbbl/?igsh=MTd1bjQxYXlnbzlv","",2,,,
1.168.231.234.248,Task,"https://www.instagram.com/reel/DL2BIlooCFl/?igsh=dmxibmk0ZTJ4YTk1","",2,,,
1.168.231.234.249,Task,"https://www.instagram.com/reel/DGn3JrhRK0w/?igsh=OWIwbXl4aTZzNzcx","",2,,,
1.168.231.234.250,Task,"https://www.instagram.com/reel/DMkmdy3R1t9/?igsh=aHJxbmpnYnJoMHds","",2,,,
1.168.231.234.251,Task,"https://www.instagram.com/reel/DMDqypMorO2/?igsh=MW5tZ3p4bHhreWZoZQ==","",2,,,
1.168.231.234.252,Task,"https://www.instagram.com/reel/DJVCk69h8R3/?igsh=MW1lbnAzMjB5amtrZg==","",2,,,
1.168.231.234.253,Task,"https://www.instagram.com/reel/DMM5QEaNLqb/?igsh=MWI0b2hwc2RwNGp1aw==","",2,,,
1.168.231.234.254,Task,"https://www.instagram.com/reel/DMNFu6wuc0I/?igsh=MTR4MnljZGs4eHcyYQ==","",2,,,
1.168.231.234.255,Task,"https://www.instagram.com/reel/DL4UufooP8R/?igsh=MWIzY2s5M2FrOGFtMA==","",2,,,
1.168.231.234.256,Task,"https://www.instagram.com/reel/DKbR0QttcFp/?igsh=MXhpYmY0Mnp2ZWExNA==","",2,,,
1.168.231.234.257,Task,"https://www.instagram.com/p/DLlxMKtgCnA/?igsh=eGh3YW9hYmIwdnJ2","",2,,,
1.168.231.234.258,Task,"https://www.instagram.com/reel/DKXDBAMtLfW/?igsh=MXA2a3A3dGk1azIxbg==","",2,,,
1.168.231.234.259,Task,"https://www.instagram.com/reel/DKMn6rWMNB1/?igsh=czZ1YncycGlqbHd2","",2,,,
1.168.231.234.260,Task,"https://www.instagram.com/reel/DLA_lvZOPwm/?igsh=MWphb2FudTZzd2ZrOQ==","",2,,,
1.168.231.234.261,Task,"https://www.instagram.com/reel/DHv_eE2ov9s/?igsh=MTZjdGUwdGlpM3FzbQ==","",2,,,
1.168.231.234.262,Task,"https://www.instagram.com/reel/DHecumcC_Jl/?igsh=d21wdmtya2NtNzJ0","",2,,,
1.168.231.234.263,Task,"https://www.instagram.com/reel/DGSSm2JI1ci/?igsh=anJmeml2NW4xZzl6","",2,,,
1.168.231.234.264,Task,"https://www.instagram.com/reel/DIDwq0FPhHX/?igsh=MmZsYXptcWoycWFi","",2,,,
1.168.231.234.265,Task,"https://www.instagram.com/reel/DKXg9FRy7LH/?igsh=Y25keXBicTNuOGwz","",2,,,
1.168.231.234.266,Task,"https://www.instagram.com/reel/DJGmE2ACdwP/?igsh=bDY4eWk1djN0MnJ1","",2,,,
1.168.231.234.267,Task,"https://www.instagram.com/reel/DLG89Wpo-s0/?igsh=MWcwM3ozY3BhYnU0Zw==","",2,,,
1.168.231.234.268,Task,"https://www.instagram.com/reel/DEa1Mptgpp2/?igsh=MXFreTdhbjdwODk2dQ==","",2,,,
1.168.231.234.269,Task,"https://www.instagram.com/p/DLFoX9Dp0f0/?img_index=7&igsh=MXVkMDR4cWN5M2RteQ==","",2,,,
1.168.231.234.270,Task,"https://www.instagram.com/stories/master.of.martial.arts/3660715274008594807?utm_source=ig_story_item_share&igsh=MWkzNW10YXB1bG53OA==","",2,,,
1.168.231.234.271,Task,"https://www.instagram.com/p/DLFs-OuNBVv/?img_index=1&igsh=MWh6OXpneGF5cXZ3bw==","",2,,,
1.168.231.234.272,Task,"https://www.instagram.com/reel/DLX5gEECO9V/?igsh=bmE0ZnJhMHEyemYx","",2,,,
1.168.231.234.273,Task,"https://www.instagram.com/reel/DLMreIoMoUC/?igsh=MTUwOHpyb2pqcW96aA==","",2,,,
1.168.231.234.274,Task,"https://www.instagram.com/reel/DLKohFfM6gQ/?igsh=ZDYzMmxzdHJqM3Fm","",2,,,
1.168.231.234.275,Task,"https://www.instagram.com/reel/DLYaERWSZf2/?igsh=YW9nbmN0NGRnbmV6","",2,,,
1.168.231.234.276,Task,"https://www.instagram.com/reel/DLIZD2Epe28/?igsh=MWlrMHlrZ2hybW9pZQ==","",2,,,
1.168.231.234.277,Task,"https://www.instagram.com/reel/DK5bXk0CL5a/?igsh=MXJvaWZmMnlxeW13cg==","",2,,,
1.168.231.234.278,Task,"https://www.instagram.com/reel/DLaO7MziZqX/?igsh=MWo2dTN3bWZ5ZTd2NQ==","",2,,,
1.168.231.234.279,Task,"https://www.instagram.com/reel/DLcJaPDoqEO/?igsh=MXF6bW1xZjFmOTRveg==","",2,,,
1.168.231.234.280,Task,"https://www.instagram.com/reel/DKWvJcaIbzp/?igsh=am0zamE5bzVhZmRo","",2,,,
1.168.231.234.281,Task,"https://avoxz.com/products/pet-hair-remover?sca_ref=6606475.KREKadnjTmjo","",2,,,
1.168.231.234.282,Task,"https://www.instagram.com/reel/DLmoKv3oGgj/?igsh=Y2RtcXgwZmg5NGU2","",2,,,
1.168.231.234.283,Task,"https://www.instagram.com/reel/DLh4OBHAHTC/?igsh=M2hzYWd3ZWtmcm90","",2,,,
1.168.231.234.284,Task,"https://www.instagram.com/reel/DKCzgQepy6y/?igsh=MXJpdno2bHpnYXRw","",2,,,
1.168.231.234.285,Task,"https://www.instagram.com/reel/DK9WYbPCTN0/?igsh=MWV3Y2x0cTBhdGh1eQ==","",2,,,
1.168.231.234.286,Task,"https://www.instagram.com/reel/DKevCC2CFAq/?igsh=MXJ0cWlyOWR5OHA3Mg==","",2,,,
1.168.231.234.287,Task,"https://www.instagram.com/reel/DKiTG4gJr4f/?igsh=MTd2YWJ0bnhiN3JhNg==","",2,,,
1.168.231.234.288,Task,"ali19277755","",2,,,
1.168.231.234.289,Task,"https://www.instagram.com/reel/DLkjQTvMVck/?igsh=MTltb3Z1aGl4OGt4Ng==","",2,,,
1.168.231.234.290,Task,"https://www.instagram.com/reel/DIYNDI3oVKn/?igsh=MWkwYWVyZzhyNmI1bA==","",2,,,
1.168.231.234.291,Task,"https://www.instagram.com/reel/DGSXKviAoAW/?igsh=cXZqbjc3cnQ3b2Rm","",2,,,
1.168.231.234.292,Task,"https://www.instagram.com/reel/DKKxn2nBHon/?igsh=MW1za2x5emswZm8zZA==","",2,,,
1.168.231.234.293,Task,"https://www.instagram.com/reel/DMDo1OjojGu/?igsh=bjM1cHF5OGwzcmF6","",2,,,
1.168.294,Project,"Management and control","",,,,
1.168.294.295,Task,"Нарисовать карточки процессов в Миро","",1,,,
1.296,Project,"Tacura GmbH","",,,,
1.296.297,Task,"Dubai Geschäftsreise","",2,,,
1.296.298,Task,"Спросить Светлану, нужен ли  кассенбух 2024 (Kassenbuch Tacura GmbH)","",2,,,
1.296.299,Task,"Посчитать кэшфлоу по Такуре 2026","",2,,,
1.296.300,Task,"Разослать зарплатные листки","",2,,,
1.301,Project,"Personal","",,,,
1.301.302,Task,"Wertstoffe (BSR) Abholung","",2,,0000-01-02T08:00:00,
1.301.303,Task,"Hausmüll (BSR) Abholung","",2,,0000-01-03T08:00:00,
1.301.304,Task,"Wertstoffe (BSR) Abholung","",2,,0000-01-16T08:00:00,
1.301.305,Task,"Hausmüll (BSR) Abholung","",2,,0000-01-17T08:00:00,
1.301.306,Project,"Здоровье","",,,,
1.301.306.307,Task,"Назначить термин у Вольфа, Запросить направление к ЛОР","",2,,,
1.301.306.308,Task,"Записаться на прием к кожнику по новообразованиям","",2,,,
1.301.306.309,Task,"Уточнить, нужно ли новое направление для физиотерапии","",2,,,
1.301.306.310,Task,"Записаться на инфузии железа https://g.co/kgs/RaQxgqD Dr. Yulia Nazarenko или купить препараты железа","",2,,,
1.301.306.311,Task,"Купить тестостерон в Украине или России гель + Nibido","",2,,,
1.301.306.312,Task,"Сделать комплекс растяжки ","",2,,,
1.301.306.313,Task,"Найти хороший крем-автоЗагар","",2,,,
1.301.306.314,Task,"Принять решение об операции против мигрени","",1,,,
1.301.306.315,Task," Узнать могут ли мне для моей оправы в оптике вырезать линзы сколько это будет стоить ?","",2,,,
1.301.306.316,Task,"Найти уролога, который пропишет рецепт на тестостерон (Записаться к урологу)","",1,,,
1.301.306.317,Task,"Записаться на прием к эндокринологу https://g.co/kgs/anjpKXC endokrinologikum Berlin am Gendarmenmarkt ","",2,,,
1.301.306.318,Task,"Операция на глаза от близорукости и косоглазия https://www.instagram.com/p/DLCENZggEkZ/?igsh=ZnhoeTI4ejdpNHQy1","[{""insert"":""\n""}]",1,,,
1.301.306.319,Task,"Купить снотворное OYONO","",2,,,
1.301.306.320,Task,"Узнать, какие процедуры по уходу за лицом существуют - блефаропластика, что-то еще?","",2,,,
1.301.306.321,Task,"Изучить, что такое  cordyceps https://www.google.com/search?q=cordyceps&oq=cordiceps&sourceid=chrome-mobile&ie=UTF-8","",2,,,
1.301.306.322,Task,"Получить рецепт https://telecan.de каннабиоды против мигрени","",2,,,
1.301.306.322.323,Task,"Разобраться с рецептом на каннабиоиды https://www.canifyclinics.com/cannabis-auf-rezept/","",2,,,
1.301.306.324,Task,"Разработать комплекс упражнений на мобильность","",2,,,
1.301.306.325,Task,"Сделать распорядок дня","",2,,,
1.301.306.326,Task,"Миофасциальный массаж https://youtube.com/watch?v=rJNipl7HwXE&si=NXdPMKKJO0pDvvpa","",2,,,
1.301.327,Project,"!Семья","",,,,
1.301.327.328,Task,"Сдать анализы для всех семьи, в том числе на железо","",2,,,
1.301.327.329,Task,"Porsche Fahrexpirience для Ани","",2,,,
1.301.327.330,Task,"Заработать 2К и купить билеты в Париж на шопинг","",2,,,
1.301.327.331,Project,"Music","",,,,
1.301.327.331.332,Task,"Переклеить ткань на маленьких колонках 205 х 665","",2,,,
1.301.327.331.333,Task,"Сделать Медиацентр + Home Assistant (смарт-дом) + torrents","",2,,,
1.301.327.331.334,Task,"Купить Universal RC или RC Hub","",2,,,
1.301.327.331.335,Task,"Распаять провода для колонок","",2,,,
1.301.327.331.336,Task,"Купить ремкомплект https://lautsprecher-technik.com/Speaker-Repair-Parts/Speaker-Refoaming-New-Edge-Foam-Surrounds-Repair/Magnat-Speaker-Surround-Refoam-Edge-Repair-Kits/Magnat-Art--Nr--144008-Speaker-Surround-Re-Foam-Repair-Kit.html","",2,,,
1.301.327.331.337,Task,"Переклеить ткань на больших колонках 205 х 733","[{""insert"":""\n""}]",2,,,
1.301.327.331.338,Task,"Проверить работоспособность колонок с усилителем","",2,,,
1.301.327.331.339,Task,"Починить большие колонки","",2,,,
1.301.327.331.340,Task,"Купить аудио-стойку","",2,,,
1.301.327.331.340.341,Task,"Найти ссылку про починку колонок","",2,,,
1.301.327.331.342,Task,"Сделать медиа-плеер на основе миниПК","",2,,,
1.301.327.343,Project,"Память/Архив","",,,,
1.301.327.343.344,Task,"Организовать выставку работ Михаила Дистергефта и вывезти все его картины из России","",0,,,
1.301.327.343.345,Task,"Придумать, как хранить записи о яхтенных походах","",2,,,
1.301.327.343.346,Task,"Оцифровать океанский переход","[{""attributes"":{""link"":""tel:11-11""},""insert"":""11-11""},{""insert"":"" \n Финиш. Отдых. Пьянка.\n""},{""attributes"":{""link"":""https://12-11""},""insert"":""12-11""},{""insert"":""\n Сим карта \n Вэлком дринк.\n""},{""attributes"":{""link"":""tel:13-11""},""insert"":""13-11""},{""insert"":""\n Зарядка.\n Экскурсия, квадрокоптер.\n Пиво на метеогорке.""},{""attributes"":{""italic"":true},""insert"":"" (https://fonts.gstatic.com/s/e/notoemoji/16.0/1f44d/72.png) ""},{""insert"":""\n Жорж из Ростова. \""Лицо человека...  А, всякую х..ню\"" \n BBQ говно.\n""},{""attributes"":{""link"":""https://14-11""},""insert"":""14-11""},{""insert"":""\n Зарядка. Заправки 4 канистры. Прачечная. \n Настроил WiFi. Купил роутер.\n Секс со спутниковым тв \n Прогулка \n Награждение.\n""},{""attributes"":{""link"":""tel:15-11""},""insert"":""15-11""},{""insert"":""\n Зарядка? Получили белье. \n .  Прогулка по городу. Закупили на рынке. Спутниковое телевидение нет.\n""},{""attributes"":{""link"":""https://16-11""},""insert"":""16-11""},{""insert"":""\n На почте очередь. \n Старт. 1-1-3\n Сорвалась очень большая рыба. Поймали одну.\n Указ о переводе часов. Плов.\n17-11. \n 3-3-5\n Перевод на 1 час назад. \n Завтрак плов с яйцами.\n Не стали запускать квадрокоптер. \n Наша удлиненная вахта. Поймали сразу 2 рыбы, потом ещё почти 2, то есть одну. Обед ужин: сашими из тунца, сашими из махи махи, жареная маха маха.\n""},{""attributes"":{""link"":""tel:18-11""},""insert"":""18-11""},{""insert"":""\n Завтрак тосты.\n 3-5-9\n Проблемы со спутником. 1 замученная маха маха. Скачали прогноз. Куба либре. \n Обед харчо из курицы.\n Повесили вялиться маху.\nВахта с 18 на 19! Почти догнали (3,2 мили) Талабу. Резко поменялся ветер. 25 узлов. С трудом и кровью сняли генакер. Поменяли галс, встали на курс. Починили гинакер фал. Снова поставили генакер. Остался 1 час вахты.\n""},{""attributes"":{""link"":""https://19-11""},""insert"":""19-11""},{""insert"":""\n Завтрак Харчо.\n Поймали небольшую маха маху. \n Поймали тунца 9 кг. Сашими+себиче. \n Счастливое число Слевина\n""},{""attributes"":{""link"":""tel:20-11""},""insert"":""20-11""},{""insert"":""\n Голова\n Овсяная каша \n Закрутило гинакер, отрезали леску \n Штиль \n Сашими - не доели\n Закат\n Ганста пэрэдайз\n Талаба - Та баба\n""},{""attributes"":{""link"":""https://21-11""},""insert"":""21-11""},{""insert"":""\n Ночная вахта: штиль, стаксель, гинакер. Штиль, мотор.\n Завтрак: уха из тунца. \n Обед: гаспачо\n""},{""attributes"":{""link"":""tel:22-11""},""insert"":""22-11""},{""insert"":""\n 2-3-5\n Штиль \n Завтрак тосты.\n Немного ветра. \n Переговоры Free Spirit,  Talaba.\n Починили зелёный фонарь. \n Потеряли пружину левого браса. \n Оторвавшийся контакт солнечной батареи.\n Обед: очень вкусный борщ. \n Перевод стрелок часов: UTC -3\n Удлиненная вахта ЕВ АГ\n Попытка слить топливо у Эстер Спирит.\n2330 наша вахта, подняли паруса, выключили двигатель. \n Автопилот по ветру\n""},{""attributes"":{""link"":""https://23-11""},""insert"":""23-11""},{""insert"":""\n 3\n Завтрак борщ (ещё вкуснее)\n Обед: фалафель + хумус\n Половина пути: 1050 миль \n Наша вахта, смена галса южнее.\n Связь с Sea Mist 2.\n""},{""attributes"":{""link"":""tel:24-11""},""insert"":""24-11""},{""insert"":""\n Завтрак рисовая каша.\n Пельмени (с бульоном) . Виски\n Ветер!!!\n Очень шустрая вечерняя смена.\n""},{""attributes"":{""link"":""https://25-11""},""insert"":""25-11""},{""insert"":""\n 3-8-12?\n Ветер стих \n Завтрак овсянка.\n Яхта Noah ARC затронула. Экипаж (все немцы) спасен и скоро будет в Тенерифе. \n Обед Чили кон карне. \n Дельфины.\n Немного ветра .\n Ужин курица с тушеной капустой.\n Связь с Sea Mist 2. Они похвастались, что поймали Маха-Маху 10 кг.\n Встали на мотор в 2000\n Встали на гинакер в 2030.\n В 2230 дунуло 17 с порывами до 24\n ХОРОШО.\n""},{""attributes"":{""link"":""tel:26-11""},""insert"":""26-11""},{""insert"":""\n Опять мотор. \n Завтрак: галеты с крем фреш и папапйевым вареньем.\n Завтрак 2: рисовая каша. \n Мотор. \n Окунь.\n Сразу же вслед, на ещё только выпускаемой леску - 9 кг Маха-Маха.\n Разбор бумаг. \n Обед: паста с курицей. \n Обслуживание бортового опреснителя. \n Ремонт стола.\n Зарядка. \n Чёрные паруса. Капитан Уэйн.\n Жареная Икра Маха-Махи\n""},{""attributes"":{""link"":""https://27-11""},""insert"":""27-11""},{""insert"":""\n Годовщина свадьбы. \n Вторые в дивизионе.\n Завтрак сырники. \n Поймали ещё одну 8-9 кг Маха-Маха. \n Пока доставали, видели запутавшихся в сети черепах. \n Достали Маха-Маху, утопили багор, разделали сразу на аппарели. \n Вернулись 1 милю за черепахами, но не нашли. Снова встали на курс. \n Увидели по АИС Талабу! \n Обед жареная Маха-Маха и окунь. \n \""Праздничный\"" ужин в честь бумажной свадьбы. \n Рыбные котлеты из Маха-Махи и картофельное пюре. \n Вино ""},{""attributes"":{""italic"":true},""insert"":"" (https://fonts.gstatic.com/s/e/notoemoji/16.0/1f377/72.png) ""},{""insert"":"" 1981 года. \n Чёрные паруса, жареная икра \n Вахта. Залетела в кокпит летучая рыба, отпустили\n""},{""attributes"":{""link"":""tel:28-11""},""insert"":""28-11""},{""insert"":""\n 2-е. Обошли Sea Flute.\n Завтрак: лапша Соба (быстрого приготовления) \n Обед: рыбные котлеты, на гарнир паста и рис.\n Новые данные по позициям: мы первые.\n Собрание трудового коллектива.\n Распределение мест.\n Sea Mist is fucked too.\n Под конец нашей смены сильный порыв ветра замотал геннакер и верёвку и автопилот отключился.\n Выровняли лодку, сняли геннакер, верёвку оставили. \n""},{""attributes"":{""link"":""https://29-11""},""insert"":""29-11""},{""insert"":""\n Смена часового пояса. \n Удлиненная вахта Степы. \n Меня подняли на люльке и я размотал верёвку. \n Разобрали геннакер. \n С утра сломался автопилот. \n Вторые номера днем, рулевые ночью.\n Обед баранина с картошкой и нутом. \n Чёрные паруса.\n""},{""attributes"":{""link"":""tel:30-11""},""insert"":""30-11""},{""insert"":""\n Ветра нет.\n Завтрак чай с печеньем.\n Усиление ветра. Поставили генакер. \n Второй завтрак драники. \n Шквал. \n Резко сняли геннакер. \n Дождь. \n Ветер стух. \n Доел драник.\n Ветра нет.\n Конкуренты догоняют. \n Идём на моторе. Бензин на нуле. \n Ветер 8 узлов. Поставили геннакер. \n Нас обошёл Sea Mist 2.\n Скоро догонит и перегонит и Талаба.\n Я встал за руль. \n Выпили. \n Ветер начал усиливаться. \n Больше 20 узлов\n Почти догнали Sea Mist 2.\n Ветер поменялся на бейдевинд.\n Сняли генакер, поставив стаксель. \n Шторм. 30 узлов. Гонка.\n Работа с парусами. \n Обошли \n Финиш. \n Мы первые.\nСигнал и крик Ура!\nПричал. Пьянка.\n1-12\n Портовые формальности. \n Спутниковое телевидение \n Жареная рыба \n Купил билеты \n Рано спать\n2-12\n Порт, шаттл, магазин, газ, консервация системы. \n Прощание. \n Шаттл опоздал \n Дорога в порт\n\nПриколы с иммиграционной службой\n""}]",2,,,
1.301.327.343.347,Task,"Сделать кино про Турцию","",2,,,
1.301.348,Project,"Ordnung und System","",,,,
1.301.348.349,Task,"Подключить всех к календарю Disters","",0,,,
1.301.348.350,Task,"Принять решение получить ли новый Российский паспорт или выйти из гражданства РФ","",0,,,
1.301.348.351,Task,"Расчищать почту  gmail inbox (продумать флоу конвертации писем сразу в задачи) 0-58/7-116//159-401 // 3553194@gmail 1593/2992//2647/4096","",2,,,
1.301.348.352,Task,"Установить задний регистратор","",2,,,
1.301.348.353,Task,"Разобрать физические Файлхолдеры в шкафу","",2,,,
1.301.348.354,Task,"Забрать фотки с mail.ru","",2,,,
1.301.348.355,Task,"найти фотоархив на жестких дисках","",2,,,
1.301.348.356,Task,"придумать, как хранит фотоархив","",2,,,
1.301.348.357,Task,"Настроить все пересылки и правила в почте Gmail","",2,,,
1.301.348.358,Task,"Как навести порядок в почтовом ящике Gmail? https://www.youtube.com/watch?v=FzSqScI0eYg&t=923s  Как сделать так, чтобы появлялись папки с непрочитанными?","",2,,,
1.301.348.359,Task,"Внедрить лайфхак с моеимя+слово@gmail.com","",2,,,
1.301.348.360,Task,"Проинвентаризировать соцсети по методу Анастасии Рыжиной","",2,,,
1.301.348.361,Task,"Решить с Аней, кто и где хранит Jobcenter","",2,,,
1.301.348.362,Task,"Проверить даты паспортов и расставить напоминания","",2,,,
1.301.348.363,Task,"Узнать, сколько по времени занимает замена аккумулятора в эппле ","",2,,,
1.301.348.364,Task,"Установить Спотифай десктоп, для этого установить Макос 12","",2,,,
1.301.348.365,Task,"Найти блокировщик спама для iOS","",2,,,
1.301.348.366,Task," Синхронизировать все календари в один и вывести на телефон ","",2,,,
1.301.348.367,Task,"Сделать семейную подписку на Прайм Ютуб","",2,,,
1.301.348.368,Task,"Почистить Даунлоадс","",2,,,
1.301.348.369,Task,"Почистить рабочий стол","",2,,,
1.301.348.370,Task,"Сделать заставки на десктоп","",2,,,
1.301.348.371,Task,"Почистить и раздать правил 3553194, в том числе подписки на главном аккаунте","",2,,,
1.301.348.372,Task,"Узнать, что лучше, удалять или архивировать письма из Gmail.","",2,,,
1.301.348.373,Task,"Как учитывать удаление писем Gmail в алгоритмах персонального помощника","",2,,,
1.301.348.374,Task,"Разобраться с проблемой 2ФА авторизации (Сделать пасскей для 3553194)","",2,,,
1.301.348.375,Task,"Сделать 2 монитора и начать продавать маки, фотоаппарат и аудиоцентр","",2,,,
1.301.376,Project,"Стратегия и работа с задачами","",,,,
1.301.376.377,Task,"Посмотреть видео про зеленые задачи https://youtube.com/live/RpEfiwVSWQM?si=q4AusUi7JjqbRuQ8 ","",2,,,
1.301.376.377.378,Task,"Посмотреть классификацию задач по Дорофееву: что такое зеленые, коричневые итп","",2,,,
1.301.376.379,Task,"Сделать стратегию и мыслесхему в Миро","",2,,,
1.301.376.380,Task,"Разобраться с хотелками, после этого с зелеными задачами","[{""attributes"":{""link"":""https://www.youtube.com/live/RpEfiwVSWQM?si=SNFNSbOGCrxAQD0k""},""insert"":""https://www.youtube.com/live/RpEfiwVSWQM?si=SNFNSbOGCrxAQD0k""},{""insert"":""\n\n""}]",2,,,
1.301.376.381,Task,"Высокоуровневые направления из майндмэпа, а в них уже подпроекты","",2,,,
1.301.376.382,Task,"Узнать, для чего режим проверки проектов два окна ","",2,,,
1.301.376.383,Task,"Как правильно делать фолоуапы в Сингулярити","",2,,,
1.301.376.384,Task,"Провести еженедельный обзор","[{""insert"":""\n""}]",2,,,
1.301.376.384.385,Checklist,"Проверить лоток ""Follow up""",,,,,
1.301.376.384.386,Checklist,"Просмотреть список проектов (добавить забытые шаги) ",,,,,
1.301.376.384.387,Checklist,"Проверить приход/уход денег, отметить в семейном бюджете ",,,,,
1.301.376.384.388,Checklist,"Просмотреть календарь на месяц. Надо ли к чему-то начать готовиться?",,,,,
1.301.376.384.389,Checklist,"Просмотреть майндмэп со стратегией ",,,,,
1.301.376.384.390,Checklist,"Просмотреть сделанное за неделю ",,,,,
1.301.376.384.391,Checklist,"Разобрать лоток ""Разложить""",,,,,
1.301.376.384.392,Checklist,"Опустошить все входящие",,,,,
1.301.376.384.393,Checklist,"Принести расписание тренировок на этой неделе ",,,,,
1.301.376.384.394,Checklist,"Посмотреть список задач и вычеркнуть лишнее",,,,,
1.301.376.384.395,Checklist,"Опустошить физический инбокс",,,,,
1.301.376.384.396,Checklist,"Разметить зелёные задачи ",,,,,
1.301.376.397,Task,"Вопросы по хранению информации, которые надо себе задавать (в заметке):","[{""insert"":""1. Где я буду искать это кусочек информации в тот момент, когда он мне потребуется?\n2. А что мне напомнит об этой информации в нужный момент?\n3. Я хочу вернуться к этой информации позже или я просто не хочу с ней разбираться?\n""}]",2,,,
1.301.376.398,Task,"Хотелки, чтобы что, что еще? Дополнительные условия ","",2,,,
1.301.376.399,Task,"Разобрать физический инбокс в шкафу","",2,,,
1.301.400,Project,"Покупки","",,,,
1.301.400.401,Task,"Купить кроссовки On","",2,,,
1.301.400.402,Task,"Поискать аналоги ветровки, которую я потерял в Хорватии","",2,,,
1.301.400.403,Task,"Футболка для тренировок Laufshirt kurzarm Herren nahtlos - https://www.decathlon.de/p/laufshirt-kurzarm-herren-nahtlos-run-500-komfort-schwarz/_/R-p-340992?mc=8861685&c=rauchschwarz_graphitgrau ","[{""insert"":""\n""}]",2,,,
1.301.400.404,Task,"Купить универсальный пульт","",2,,,
1.301.400.405,Task,"Купить 32 Гб 1600 MHz DDR3 memory module.","",2,,,
1.301.400.406,Task,"Купить мясорубку","",2,,,
1.301.400.407,Task,"Купить Google TV Streamer (4K) https://www.idealo.de/preisvergleich/OffersOfProduct/204853858_-tv-streamer-4k-google.html?gclid=Cj0KCQjwwZDFBhCpARIsAB95qO1iB3vn2zqctFB2D-k4bCBEWW7vuHoX_0iNP0BNNjP3A4cAadkD1nwaAoO_EALw_wcB&utm_campaign=SEM-DE-WEB-CVR-SHOPPING-22718332006&utm_medium=cpc&utm_source=google","",2,,,
1.301.400.408,Task,"Купить https://www.instagram.com/reel/DNsHCSo0Hml/?igsh=MXM0NWRqazRid2t0YQ==","",2,,,
1.301.400.409,Task,"Купить слайсер ","",2,,,
1.301.400.410,Task,"Купить стойку для аудио","",2,,,
1.301.400.411,Task,"Купить Wing foil","",2,,,
1.301.400.412,Task,"Купить Caviar maker","",2,,,
1.301.400.413,Task,"Купить шампунь для обуви ","",2,,,
1.301.400.414,Task,"Universal remote control","",2,,,
1.301.400.415,Task,"Купить футболку Under Armor","",2,,,
1.301.400.416,Task,"Купить витамины ","",2,,,
1.301.400.417,Task,"Купить Power Bank","",2,,,
1.301.400.418,Task,"Яхтенная обувь https://www.quoddy.com/pages/men","",2,,,
1.301.400.419,Task,"Boat shoes https://www.sperry.com/us/en_US/men/billfish-3ey_mm-blue/p/13934350","",2,,,
1.301.400.420,Task,"Купить фильтр","",2,,,
1.301.400.421,Task,"Нужно ли M5Pro или достаточно M5?","",2,,,
1.301.422,Project,"Саморазвитие","",,,,
1.301.422.423,Task,"Переписать достижения","",2,,,
1.301.422.424,Task,"Какие есть активы?","",2,,,
1.301.422.425,Task,"Поговорить с Аней про дизайн жизни через 10, 20 лет","",2,,,
1.301.422.426,Task,"Сделать план анализа прошедшего года и планирования следуюшего (25 лет, 10 лет, 5 лет, 3 года, 1 год, квартал, месяц), в том числе на основе блокнота BNB","",2,,,
1.301.422.427,Task,"Подготовить проходы по Воркбуку Нечто","",2,,,
1.301.422.428,Task,"Разработать план обучения (Хомяк Интуиция итп)","[{""insert"":""\n""}]",2,,,
1.301.422.429,Task,"Найти кимоно","",2,,,
1.301.422.430,Task,"Заказать https://www.fcschoenhagen.de/seite/625856/schnupperflug-und-schnupperkurs.html","",2,,,
1.301.422.431,Task,"Помочь сыну помочь дочери помочь Ане помочь себ","",2,,,
1.301.422.432,Task,"Видеть маму чаще ","",0,,,
